Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,Week,Quarter,DayName
36,5,2015-02-20,11314,974,1,1,0,1,d,a,1500.0,3.0,2008.0,1,40.0,2011.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
37,5,2015-02-20,6862,857,1,0,0,1,d,a,7500.0,3.0,2008.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
38,5,2015-02-20,4882,372,1,1,0,0,a,a,3000.0,3.0,2010.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
39,5,2015-02-20,3181,432,1,1,0,0,c,a,7500.0,7.0,2014.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,2,20,8,1,Friday
40,5,2015-02-20,10930,1194,1,0,0,0,d,a,1500.0,11.0,2008.0,1,22.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,20,8,1,Friday
41,5,2015-02-20,3762,350,1,1,0,1,a,c,500.0,1.0,0.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
42,5,2015-02-20,6876,584,1,1,0,0,d,c,120.0,1.0,2014.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
43,5,2015-02-20,11892,1126,1,1,0,0,a,a,500.0,0.0,0.0,1,31.0,2011.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
44,5,2015-02-20,7900,799,1,0,0,0,a,a,1500.0,5.0,2005.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
45,5,2015-02-20,6253,618,1,0,0,0,c,a,120.0,9.0,2014.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
46,5,2015-02-20,3881,471,1,0,0,0,a,c,500.0,1.0,2014.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
47,5,2015-02-20,3967,336,1,1,0,0,c,a,1500.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,20,8,1,Friday
48,5,2015-02-20,8410,901,1,1,0,0,a,c,500.0,7.0,2010.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
49,5,2015-02-20,3375,435,1,0,0,0,d,a,120.0,1.0,2010.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
50,5,2015-02-20,6136,990,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
51,5,2015-02-20,10129,1035,1,0,0,0,a,c,120.0,1.0,0.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
52,5,2015-02-20,7210,774,1,0,0,0,a,a,120.0,7.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
53,5,2015-02-20,7458,794,1,1,0,0,a,c,1500.0,0.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
54,5,2015-02-20,0,0,0,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
55,5,2015-02-20,7369,586,1,1,0,1,d,c,1500.0,1.0,2005.0,1,22.0,2009.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
56,5,2015-02-20,3888,619,1,0,0,0,a,a,1500.0,7.0,2010.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
57,5,2015-02-20,12729,1041,1,1,0,0,a,c,1500.0,0.0,2012.0,1,10.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
58,5,2015-02-20,10028,1105,1,1,0,0,d,c,1500.0,0.0,0.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
59,5,2015-02-20,5281,336,1,1,0,0,d,c,500.0,7.0,2012.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
60,5,2015-02-20,3543,504,1,0,0,0,a,a,1500.0,11.0,0.0,1,31.0,2011.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
61,5,2015-02-20,8555,1127,1,0,0,0,a,c,500.0,5.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,20,8,1,Friday
62,5,2015-02-20,5144,410,1,1,0,1,a,a,15000.0,5.0,2005.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
63,5,2015-02-20,8393,1017,1,0,0,0,c,c,3000.0,5.0,2005.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
64,5,2015-02-20,9182,869,1,0,0,1,c,c,1500.0,5.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,20,8,1,Friday
65,5,2015-02-20,11819,1187,1,0,0,0,a,c,1500.0,0.0,2014.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
66,5,2015-02-20,3571,343,1,1,0,0,a,a,15000.0,3.0,2010.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
67,5,2015-02-20,8300,975,1,1,0,0,d,c,1500.0,1.0,2012.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
68,5,2015-02-20,0,0,0,0,0,0,c,c,500.0,7.0,0.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
69,5,2015-02-20,3901,336,1,1,0,0,d,c,15000.0,1.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
70,5,2015-02-20,5139,410,1,1,0,0,a,a,3000.0,5.0,0.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
71,5,2015-02-20,9080,763,1,1,0,0,a,c,120.0,1.0,2008.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,2,20,8,1,Friday
72,5,2015-02-20,4981,516,1,1,0,0,a,c,7500.0,9.0,2010.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
73,5,2015-02-20,10103,898,1,1,0,1,d,c,500.0,5.0,2008.0,1,40.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
74,5,2015-02-20,6642,440,1,1,0,0,a,a,500.0,7.0,2012.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
75,5,2015-02-20,6242,708,1,0,0,0,c,c,3000.0,11.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
76,5,2015-02-20,14602,1109,1,1,0,0,a,a,120.0,0.0,2014.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
77,5,2015-02-20,3879,499,1,0,0,0,d,c,1500.0,11.0,2012.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
78,5,2015-02-20,3695,544,1,0,0,0,d,c,500.0,3.0,2010.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
79,5,2015-02-20,0,0,0,0,0,0,a,a,500.0,0.0,2012.0,1,14.0,2015.0,"Mar,Jun,Sept,Dec",2015,2,20,8,1,Friday
80,5,2015-02-20,6871,829,1,1,0,0,a,a,15000.0,9.0,2010.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
81,5,2015-02-20,9037,878,1,0,0,1,a,a,1500.0,1.0,2010.0,1,22.0,2009.0,"Jan,Apr,Jul,Oct",2015,2,20,8,1,Friday
82,5,2015-02-20,3160,432,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
83,5,2015-02-20,5664,512,1,0,0,0,a,c,500.0,7.0,2014.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
84,5,2015-02-20,7936,662,1,1,0,0,d,a,1500.0,0.0,2005.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
85,5,2015-02-20,3475,466,1,1,0,1,d,c,120.0,0.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,20,8,1,Friday
86,5,2015-02-20,10492,1147,1,1,0,0,d,a,3000.0,0.0,2012.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
87,5,2015-02-20,4443,566,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
88,5,2015-02-20,2347,375,1,0,0,0,d,c,3000.0,3.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
89,5,2015-02-20,4427,481,1,0,0,0,d,a,1500.0,9.0,0.0,1,31.0,2015.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
90,5,2015-02-20,3615,591,1,0,0,0,d,c,1500.0,0.0,0.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
91,5,2015-02-20,5557,535,1,1,0,1,a,c,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
92,5,2015-02-20,6447,676,1,1,0,0,d,c,120.0,3.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
93,5,2015-02-20,7553,1089,1,0,0,0,d,a,120.0,5.0,2005.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
94,5,2015-02-20,5309,802,1,1,0,0,c,a,500.0,11.0,2005.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
95,5,2015-02-20,0,0,0,1,0,0,a,c,500.0,11.0,2005.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
96,5,2015-02-20,6962,618,1,0,0,0,d,c,500.0,7.0,2005.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
97,5,2015-02-20,14126,1122,1,1,0,1,c,a,120.0,0.0,2008.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
98,5,2015-02-20,11845,1141,1,0,0,0,c,a,500.0,3.0,2008.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,2,20,8,1,Friday
99,5,2015-02-20,11028,999,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
100,5,2015-02-20,4483,577,1,1,0,0,b,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,2,20,8,1,Friday
1,6,2015-02-21,8321,1027,1,0,0,1,a,c,3000.0,7.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
2,6,2015-02-21,5149,453,1,0,0,0,a,a,7500.0,5.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
3,6,2015-02-21,8788,870,1,0,0,1,d,c,500.0,5.0,2012.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
4,6,2015-02-21,2292,361,1,0,0,0,a,a,1500.0,1.0,2010.0,1,40.0,2011.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
5,6,2015-02-21,6291,827,1,0,0,0,c,a,15000.0,0.0,2008.0,1,31.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
6,6,2015-02-21,3168,316,1,0,0,0,a,c,1500.0,1.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
7,6,2015-02-21,7442,755,1,0,0,1,a,a,1500.0,5.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
8,6,2015-02-21,4346,713,1,0,0,0,a,c,500.0,9.0,2014.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
9,6,2015-02-21,4359,472,1,0,0,0,d,a,500.0,5.0,2014.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
10,6,2015-02-21,5562,616,1,0,0,0,d,c,3000.0,11.0,2012.0,1,1.0,2015.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
11,6,2015-02-21,6465,962,1,0,0,0,a,c,120.0,11.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
12,6,2015-02-21,8181,976,1,0,0,0,d,c,3000.0,0.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
13,6,2015-02-21,6728,734,1,0,0,0,a,a,7500.0,5.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
14,6,2015-02-21,3595,426,1,0,0,0,a,c,1500.0,5.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
15,6,2015-02-21,10603,1164,1,0,0,0,d,c,3000.0,11.0,2014.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
16,6,2015-02-21,4897,665,1,0,0,0,a,a,500.0,11.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
17,6,2015-02-21,3879,628,1,0,0,0,a,c,500.0,7.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
18,6,2015-02-21,4594,672,1,0,0,0,d,c,1500.0,5.0,2005.0,1,40.0,2009.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
19,6,2015-02-21,13320,1182,1,0,0,0,d,c,120.0,9.0,2014.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
20,6,2015-02-21,3315,405,1,0,0,0,a,a,500.0,9.0,0.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
21,6,2015-02-21,3317,449,1,0,0,0,a,c,1500.0,0.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
22,6,2015-02-21,3631,373,1,0,0,0,a,a,500.0,0.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
23,6,2015-02-21,5849,694,1,0,0,0,d,c,500.0,1.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
24,6,2015-02-21,4310,695,1,0,0,0,a,a,1500.0,1.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
25,6,2015-02-21,0,0,0,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
26,6,2015-02-21,6931,832,1,0,0,0,d,a,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
27,6,2015-02-21,7701,939,1,0,0,0,d,a,15000.0,9.0,2008.0,1,1.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
28,6,2015-02-21,9551,1103,1,0,0,0,a,a,1500.0,3.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
29,6,2015-02-21,4868,750,1,0,0,0,a,a,1500.0,5.0,0.0,1,10.0,2015.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
30,6,2015-02-21,0,0,0,0,0,0,c,c,500.0,11.0,2014.0,1,22.0,2015.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
31,6,2015-02-21,7335,1181,1,0,0,0,d,c,500.0,0.0,2014.0,1,31.0,2015.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
32,6,2015-02-21,12851,1141,1,0,0,0,a,a,3000.0,3.0,2010.0,1,1.0,2015.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
33,6,2015-02-21,4654,843,1,0,0,0,d,c,1500.0,9.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
34,6,2015-02-21,3875,396,1,0,0,0,d,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
35,6,2015-02-21,10286,956,1,0,0,0,a,c,120.0,5.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
36,6,2015-02-21,2242,375,1,0,0,0,d,a,1500.0,3.0,2008.0,1,40.0,2011.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
37,6,2015-02-21,2784,341,1,0,0,0,d,a,7500.0,3.0,2008.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
38,6,2015-02-21,9183,792,1,0,0,0,a,a,3000.0,3.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
39,6,2015-02-21,3969,418,1,0,0,0,c,a,7500.0,7.0,2014.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
40,6,2015-02-21,6133,695,1,0,0,0,d,a,1500.0,11.0,2008.0,1,22.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
41,6,2015-02-21,6314,805,1,0,0,0,a,c,500.0,1.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
42,6,2015-02-21,8393,882,1,0,0,0,d,c,120.0,1.0,2014.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
43,6,2015-02-21,4379,698,1,0,0,0,a,a,500.0,0.0,0.0,1,31.0,2011.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
44,6,2015-02-21,8616,1155,1,0,0,1,a,a,1500.0,5.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
45,6,2015-02-21,6955,723,1,0,0,0,c,a,120.0,9.0,2014.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
46,6,2015-02-21,8757,1093,1,0,0,0,a,c,500.0,1.0,2014.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
47,6,2015-02-21,7484,1010,1,0,0,0,c,a,1500.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
48,6,2015-02-21,4882,827,1,0,0,1,a,c,500.0,7.0,2010.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
49,6,2015-02-21,7503,804,1,0,0,0,d,a,120.0,1.0,2010.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
50,6,2015-02-21,9812,909,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
51,6,2015-02-21,8641,960,1,0,0,0,a,c,120.0,1.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
52,6,2015-02-21,6899,679,1,0,0,0,a,a,120.0,7.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
53,6,2015-02-21,11538,1141,1,0,0,1,a,c,1500.0,0.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
54,6,2015-02-21,10032,882,1,0,0,1,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
55,6,2015-02-21,6476,907,1,0,0,1,d,c,1500.0,1.0,2005.0,1,22.0,2009.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
56,6,2015-02-21,7511,1188,1,0,0,0,a,a,1500.0,7.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
57,6,2015-02-21,5563,715,1,0,0,0,a,c,1500.0,0.0,2012.0,1,10.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
58,6,2015-02-21,7048,677,1,0,0,1,d,c,1500.0,0.0,0.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
59,6,2015-02-21,3055,417,1,0,0,0,d,c,500.0,7.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
60,6,2015-02-21,4806,647,1,0,0,0,a,a,1500.0,11.0,0.0,1,31.0,2011.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
61,6,2015-02-21,3955,568,1,0,0,0,a,c,500.0,5.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
62,6,2015-02-21,11392,966,1,0,0,0,a,a,15000.0,5.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
63,6,2015-02-21,3882,699,1,0,0,0,c,c,3000.0,5.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
64,6,2015-02-21,4871,720,1,0,0,0,c,c,1500.0,5.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
65,6,2015-02-21,12137,1044,1,0,0,0,a,c,1500.0,0.0,2014.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
66,6,2015-02-21,11307,1119,1,0,0,0,a,a,15000.0,3.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
67,6,2015-02-21,3998,532,1,0,0,0,d,c,1500.0,1.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
68,6,2015-02-21,8683,818,1,0,0,0,c,c,500.0,7.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
69,6,2015-02-21,8923,934,1,0,0,0,d,c,15000.0,1.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
70,6,2015-02-21,8982,1064,1,0,0,0,a,a,3000.0,5.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
71,6,2015-02-21,3682,521,1,0,0,1,a,c,120.0,1.0,2008.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
72,6,2015-02-21,2489,318,1,0,0,0,a,c,7500.0,9.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
73,6,2015-02-21,2386,379,1,0,0,1,d,c,500.0,5.0,2008.0,1,40.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
74,6,2015-02-21,9108,949,1,0,0,0,a,a,500.0,7.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
75,6,2015-02-21,4963,841,1,0,0,1,c,c,3000.0,11.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
76,6,2015-02-21,4817,599,1,0,0,1,a,a,120.0,0.0,2014.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
77,6,2015-02-21,3116,305,1,0,0,0,d,c,1500.0,11.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
78,6,2015-02-21,4194,444,1,0,0,1,d,c,500.0,3.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
79,6,2015-02-21,6955,875,1,0,0,0,a,a,500.0,0.0,2012.0,1,14.0,2015.0,"Mar,Jun,Sept,Dec",2015,2,21,8,1,Saturday
80,6,2015-02-21,7695,941,1,0,0,0,a,a,15000.0,9.0,2010.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
81,6,2015-02-21,3824,680,1,0,0,0,a,a,1500.0,1.0,2010.0,1,22.0,2009.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
82,6,2015-02-21,2641,463,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
83,6,2015-02-21,7896,1197,1,0,0,0,a,c,500.0,7.0,2014.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
84,6,2015-02-21,7271,1026,1,0,0,0,d,a,1500.0,0.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
85,6,2015-02-21,3831,376,1,0,0,1,d,c,120.0,0.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,21,8,1,Saturday
86,6,2015-02-21,11221,1009,1,0,0,0,d,a,3000.0,0.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
87,6,2015-02-21,6786,755,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
88,6,2015-02-21,8741,1187,1,0,0,0,d,c,3000.0,3.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
89,6,2015-02-21,4932,570,1,0,0,0,d,a,1500.0,9.0,0.0,1,31.0,2015.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
90,6,2015-02-21,2554,354,1,0,0,0,d,c,1500.0,0.0,0.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
91,6,2015-02-21,7853,777,1,0,0,0,a,c,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
92,6,2015-02-21,11466,1122,1,0,0,0,d,c,120.0,3.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
93,6,2015-02-21,4164,413,1,0,0,1,d,a,120.0,5.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
94,6,2015-02-21,10505,1078,1,0,0,1,c,a,500.0,11.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
95,6,2015-02-21,8011,993,1,0,0,0,a,c,500.0,11.0,2005.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
96,6,2015-02-21,5805,545,1,0,0,0,d,c,500.0,7.0,2005.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
97,6,2015-02-21,6281,599,1,0,0,1,c,a,120.0,0.0,2008.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
98,6,2015-02-21,7425,735,1,0,0,1,c,a,500.0,3.0,2008.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,2,21,8,1,Saturday
99,6,2015-02-21,5690,639,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
100,6,2015-02-21,2287,391,1,0,0,0,b,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,2,21,8,1,Saturday
1,7,2015-02-22,0,0,0,0,0,0,a,c,3000.0,7.0,2012.0,0,0.0,0.0,None,2015,2,22,8,1,Sunday
2,7,2015-02-22,0,0,0,0,0,0,a,a,7500.0,5.0,2008.0,0,0.0,0.0,None,2015,2,22,8,1,Sunday
3,7,2015-02-22,0,0,0,0,0,0,d,c,500.0,5.0,2012.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,22,8,1,Sunday
4,7,2015-02-22,0,0,0,0,0,1,a,a,1500.0,1.0,2010.0,1,40.0,2011.0,"Mar,Jun,Sept,Dec",2015,2,22,8,1,Sunday
5,7,2015-02-22,0,0,0,0,0,0,c,a,15000.0,0.0,2008.0,1,31.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,22,8,1,Sunday
6,7,2015-02-22,0,0,0,0,0,0,a,c,1500.0,1.0,0.0,0,0.0,0.0,None,2015,2,22,8,1,Sunday
7,7,2015-02-22,0,0,0,0,0,0,a,a,1500.0,5.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,22,8,1,Sunday
8,7,2015-02-22,0,0,0,0,0,0,a,c,500.0,9.0,2014.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,2,22,8,1,Sunday
9,7,2015-02-22,0,0,0,0,0,0,d,a,500.0,5.0,2014.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,22,8,1,Sunday
10,7,2015-02-22,0,0,0,0,0,0,d,c,3000.0,11.0,2012.0,1,1.0,2015.0,"Jan,Apr,Jul,Oct",2015,2,22,8,1,Sunday
11,7,2015-02-22,0,0,0,0,0,0,a,c,120.0,11.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,2,22,8,1,Sunday
12,7,2015-02-22,0,0,0,0,0,0,d,c,3000.0,0.0,2008.0,0,0.0,0.0,None,2015,2,22,8,1,Sunday
13,7,2015-02-22,0,0,0,0,0,0,a,a,7500.0,5.0,2005.0,0,0.0,0.0,None,2015,2,22,8,1,Sunday
14,7,2015-02-22,0,0,0,0,0,0,a,c,1500.0,5.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,2,22,8,1,Sunday
15,7,2015-02-22,0,0,0,0,0,0,d,c,3000.0,11.0,2014.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,2,22,8,1,Sunday
